EmpID,FirstName,LastName,StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
2796,Destiny,Blake,19-Sep-22,17-Jun-23,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Voluntary,Risk management money field.,Production       ,Engineers,01-09-1991,MA,Program Manager,Female,Fully Meets,1,05-08-2023,2,4,2,19-Oct-22,Communication Skills,External,Incomplete,Theresastad,John Choi,2,840.27
2797,Zaria,Kidd,30-May-21,,Production Technician I,WBL,Active,Contract,Zone A,Temporary,Unk,,Production       ,Aerial,13-11-1964,MA,Lineman,Male,Exceeds,1,05-08-2022,2,1,2,18-Dec-22,Communication Skills,External,Failed,Blackborough,Paula Gill,1,559.59
2798,Adam,Ingram,07-Apr-20,,Production Technician I,BPC,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Engineers,17-05-1969,MA,Planner,Male,Fully Meets,2,29-05-2023,3,4,2,24-Apr-23,Leadership Development,External,Completed,Lindaside,Keith Scott,1,840.65
2799,Makenna,Foster,20-Apr-21,17-Sep-22,Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Resignation,Opportunity upon apply and world.,Production       ,Engineers,21-02-1988,MA,Engineer,Male,Fully Meets,2,01-02-2023,2,1,1,28-Jul-23,Communication Skills,Internal,Incomplete,Stephaniemouth,Debbie Arnold,1,543.46
2800,Nayeli,Keith,02-Aug-19,,Production Technician I,EW,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,10-07-1948,MA,Foreman,Male,Fully Meets,1,20-06-2023,1,2,2,20-Dec-22,Customer Service,External,Incomplete,New Frankshire,David Young,1,729.03
2801,Devon,Shannon,11-Jan-22,,Production Technician I,MSC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,28-09-1995,MA,Tower Hand,Male,Fully Meets,5,20-09-2022,1,3,4,14-Jun-23,Leadership Development,External,Incomplete,Vazquezport,Annette Thomas,4,449.65
2802,Lucy,Harrington,15-Nov-20,,Production Technician I,NEL,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,11-08-1977,MA,Technician,Female,Fully Meets,4,01-07-2023,2,3,5,21-Apr-23,Technical Skills,External,Passed,Megantown,Tanya Lozano,3,213.38
2803,Rebecca,Francis,08-May-20,,Production Technician I,PL,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,03-09-1965,MA,Foreman,Female,Fully Meets,5,04-11-2022,4,4,5,29-Jan-23,Leadership Development,Internal,Failed,Adamsmouth,Emma Wright,4,106.21
2804,Salma,Frederick,10-Mar-19,,Production Technician II,SVG,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Project Management - Con,01-03-1953,MA,Coordinator,Male,Fully Meets,4,05-12-2022,5,4,2,26-Jan-23,Leadership Development,Internal,Completed,Lake Kimberly,Jamie Kim,5,483.07
2805,Avery,Vance,19-Apr-22,,Production Technician II,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,30-07-1988,MA,Driver,Male,Fully Meets,1,19-05-2023,5,3,2,18-Jul-23,Project Management,Internal,Passed,Melissahaven,Nicole Medina,2,515.31
2806,Stephany,Jenkins,30-Nov-19,,Production Technician II,WBL,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Catv,22-06-1962,MA,Supervisor,Female,Fully Meets,2,14-04-2023,1,3,1,27-May-23,Communication Skills,Internal,Incomplete,Lake Andreaville,Zachary Jackson,5,290.8
2807,Brian,Kelly,06-Jul-21,07-Jan-23,Production Technician II,BPC,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Standard stuff girl site.,Production       ,Wireline Construction,17-04-1977,MA,Driver,Female,Fully Meets,2,13-01-2023,3,2,4,16-Apr-23,Customer Service,Internal,Passed,Montgomeryport,Antonio Kidd,4,977.46
2808,Keagan,Villa,27-Nov-18,,Production Technician II,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Billable Consultants,25-12-1993,MA,Engineer,Female,Fully Meets,4,13-03-2023,5,2,4,23-Sep-22,Communication Skills,External,Passed,East Connor,Susan Fowler,5,105.41
2809,Kendra,Foley,30-Jan-23,,Production Technician I,WBL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Splicing,24-02-1964,MA,Splicer,Male,Fully Meets,2,13-02-2023,1,1,5,21-Dec-22,Technical Skills,Internal,Failed,Jonesmouth,Patricia Hernandez,2,856.23
2810,Jabari,Stanton,17-Nov-22,08-Feb-23,Production Technician I,NEL,Active,Full-Time,Zone A,Part-Time,Resignation,Less boy reflect quickly health respond million.,Production       ,Field Operations,10-04-1959,MA,Laborer,Male,Fully Meets,4,13-07-2023,2,5,5,05-Apr-23,Technical Skills,Internal,Incomplete,Lake Lisamouth,Michael Lyons,3,964.33
2811,Phoenix,Farley,13-Aug-18,28-May-20,Production Technician I,PL,Active,Part-Time,Zone A,Full-Time,Voluntary,Material owner together travel so conference.,Production       ,Field Operations,04-01-1996,MA,Laborer,Male,Fully Meets,2,13-04-2023,3,4,3,04-Nov-22,Technical Skills,External,Completed,Robertview,Amanda Andersen,3,589.88
2812,Aurora,Bass,02-Jul-21,09-Jul-23,Production Technician I,BPC,Terminated for Cause,Part-Time,Zone B,Temporary,Resignation,Now should knowledge the turn toward natural.,Production       ,General - Eng,16-05-1946,MA,Manager,Male,Fully Meets,4,14-08-2022,3,2,5,25-Nov-22,Leadership Development,External,Incomplete,Flowerston,Dr. Natalie Pacheco,4,663.36
2813,Enrique,Parks,28-Jun-22,,Production Technician I,CCDR,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Wireline Construction,27-08-1973,MA,Vp,Male,Fully Meets,1,28-08-2022,4,4,2,20-Apr-23,Technical Skills,Internal,Completed,North Margaretstad,Steven Blair,2,249.88
2814,Kylie,Cox,25-Jan-19,,Production Technician I,SVG,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,28-09-1975,MA,Technician,Male,Fully Meets,2,13-07-2023,4,1,1,31-Jul-23,Leadership Development,Internal,Passed,Mooreborough,Melissa Morgan,2,809.89
2815,Luke,Burke,23-Jul-23,,Production Technician I,EW,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Project Management - Con,29-07-1978,MA,Manager,Female,Fully Meets,4,22-09-2022,2,5,3,10-May-23,Project Management,Internal,Completed,Dustinhaven,Priscilla Andrews,5,224.58
2816,Ricardo,Mcdonald,25-Jul-22,,Production Technician I,MSC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Con,04-12-1992,MA,Splicer,Female,Fully Meets,5,13-07-2023,4,2,4,17-Mar-23,Project Management,External,Incomplete,North Mario,Robert May,3,251.78
2817,Camila,Hodges,11-Jan-23,,Production Technician I,TNS,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,12-09-1998,MA,Laborer,Male,Fully Meets,4,12-08-2022,4,1,5,13-Jan-23,Technical Skills,External,Failed,Montoyaville,Charles Rubio,2,314.0
2818,Tripp,Sanders,28-Jul-23,30-Jul-23,Production Technician I,PYZ,Active,Part-Time,Zone B,Temporary,Involuntary,Traditional force look heart talk plan.,Production       ,Fielders,19-01-1964,MA,Engineer,Male,Exceeds,2,21-06-2023,4,3,3,27-Feb-23,Technical Skills,External,Completed,South Annmouth,Edwin Brown,5,453.51
2819,Davin,Wade,06-May-23,,Production Technician I,WBL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,03-02-2000,MA,Flagger,Male,Fully Meets,4,31-12-2022,2,3,4,31-Jul-23,Leadership Development,Internal,Failed,North Rebecca,Lisa Hebert,2,595.4
2820,Pierce,Bender,18-Sep-22,,Production Technician I,NEL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Wireline Construction,09-07-1979,MA,Laborer,Male,Fully Meets,2,16-10-2022,2,1,5,23-Oct-22,Project Management,External,Completed,Ericberg,Mrs. Margaret Moon DDS,2,606.3
2821,Marin,Mosley,08-Sep-19,10-Sep-21,Production Technician I,PL,Active,Full-Time,Zone B,Temporary,Retirement,Medical painting rich whole here.,Production       ,Field Operations,22-09-1998,MA,Technician,Male,Fully Meets,2,12-04-2023,2,5,5,06-Mar-23,Technical Skills,Internal,Incomplete,Aaronborough,David Cunningham,5,841.22
2822,Barrett,Sosa,30-Aug-19,,Production Technician I,BPC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Aerial,15-03-1959,MA,Lineman,Female,Fully Meets,4,24-05-2023,2,3,3,18-Sep-22,Communication Skills,Internal,Failed,East Michael,Jessica Berry,4,912.5
2823,Eliezer,Briggs,22-May-23,,Production Technician I,CCDR,Active,Contract,Zone B,Part-Time,Unk,,Production       ,General - Con,07-12-1985,MA,Operator,Female,Fully Meets,2,23-01-2023,5,2,1,04-Sep-22,Communication Skills,External,Incomplete,West Jesse,Amanda White,2,196.27
2824,Talan,Garrett,02-Mar-21,,Production Technician II,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,25-12-1962,MA,Laborer,Male,Fully Meets,5,09-09-2022,1,4,1,07-Sep-22,Project Management,Internal,Incomplete,Hoffmanbury,Molly Miranda,1,224.09
2825,Van,Griffin,13-Feb-23,,Production Technician II,MSC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Project Management - Eng,29-12-1982,MA,Project Manager,Male,Fully Meets,4,22-02-2023,5,4,4,02-Nov-22,Technical Skills,External,Completed,Whiteberg,Alexandra Smith,2,363.8
2826,Roger,Kaufman,11-Aug-22,01-Dec-22,Production Technician II,TNS,Leave of Absence,Contract,Zone B,Full-Time,Involuntary,Prepare simply play edge.,Production       ,General - Con,13-04-1954,MA,Technician,Female,Fully Meets,5,29-06-2023,4,3,4,13-Jul-23,Customer Service,Internal,Failed,Craigton,David Wright,2,656.05
2827,Ignacio,Mcintyre,19-Feb-20,10-Dec-22,Production Technician II,PYZ,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Involuntary,Decision fill total.,Production       ,Field Operations,09-08-1980,MA,Driver,Female,Fully Meets,4,30-08-2022,4,4,5,07-Sep-22,Leadership Development,Internal,Incomplete,East Brandonfort,Andrea Daugherty,1,629.85
2828,Jaydon,Lambert,15-Oct-21,26-Mar-23,Production Technician II,WBL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Camera parent choose add edge product keep.,Production       ,Field Operations,11-05-1944,MA,Technician,Female,Fully Meets,2,26-02-2023,5,5,3,30-Jan-23,Communication Skills,Internal,Completed,Deborahville,Dennis Romero,3,915.92
2829,Serenity,Carlson,16-Nov-22,,Production Technician I,WBL,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Engineers,14-04-1947,MA,Director,Male,Fully Meets,2,07-02-2023,2,5,3,26-Oct-22,Customer Service,External,Passed,North Michaelchester,Francis Rosales,3,487.27
2830,Leslie,Maynard,30-Jun-22,03-Feb-23,Production Technician I,NEL,Active,Full-Time,Zone B,Part-Time,Resignation,Big author those five today.,Production       ,General - Eng,26-05-1994,MA,Administrative,Male,Fully Meets,1,09-12-2022,1,2,2,06-Dec-22,Project Management,External,Completed,Whitebury,Shawn Dillon,1,266.42
2831,Craig,Sherman,28-Jul-21,,Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,29-04-1952,MA,Lineman,Male,Fully Meets,2,13-07-2023,5,1,4,09-Feb-23,Communication Skills,External,Incomplete,Christineport,Cynthia Allen,1,277.22
2832,Lilyana,Huffman,21-Nov-21,,Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,03-01-1975,MA,Laborer,Male,Fully Meets,5,14-11-2022,4,5,5,23-Dec-22,Customer Service,Internal,Incomplete,Hebertville,Andrew Harvey,1,545.87
2833,Jacey,Reeves,12-Oct-20,,Production Technician I,CCDR,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,25-03-1989,MA,Laborer,Male,Fully Meets,2,02-09-2022,2,5,2,24-Aug-22,Leadership Development,External,Incomplete,Heidiburgh,Melanie Harris,3,182.84
2834,Madyson,Silva,02-Oct-18,17-Sep-20,Production Technician I,SVG,Active,Full-Time,Zone A,Full-Time,Involuntary,Be minute last meet former. Rich her account top.,Production       ,General - Con,16-11-1943,MA,Technician,Female,Fully Meets,5,30-04-2023,5,3,3,10-Jun-23,Technical Skills,External,Completed,Port Stacymouth,Casey West,4,149.67
2835,Liberty,Poole,17-Jul-21,27-Feb-23,Production Technician I,EW,Active,Contract,Zone C,Part-Time,Resignation,Need either go.,Production       ,Engineers,11-04-1995,MA,Project Manager,Female,Fully Meets,5,30-03-2023,4,5,3,22-Nov-22,Customer Service,Internal,Completed,Moorefurt,Amber Berry,4,939.72
2836,Antonio,Romero,13-Apr-22,,Production Technician I,MSC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Catv,07-10-1988,MA,Lineman,Female,Fully Meets,2,13-08-2022,5,4,1,18-May-23,Customer Service,External,Completed,Port Mike,Brian Williams,5,410.04
2837,Jaylen,Butler,20-Mar-21,18-Feb-23,Production Technician I,TNS,Active,Part-Time,Zone C,Temporary,Involuntary,Administration field require.,Production       ,Splicing,10-07-1944,MA,Intern,Male,Fully Meets,4,08-08-2022,4,1,4,08-Jun-23,Communication Skills,External,Incomplete,Sandersfort,Tonya Stein,1,945.59
2838,Gloria,Marks,09-Sep-21,05-Nov-21,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,Bag physical goal will way against either.,Production       ,General - Sga,13-05-1945,MA,Director,Male,Fully Meets,5,03-07-2023,4,4,2,18-May-23,Communication Skills,Internal,Completed,Port Andreaton,Robert Flores,4,539.06
2839,Jaylee,Cunningham,06-Dec-19,28-Mar-22,Production Technician I,WBL,Active,Part-Time,Zone C,Part-Time,Voluntary,Information step name three choose.,Production       ,General - Con,06-09-1969,MA,Foreman,Male,Fully Meets,1,23-10-2022,1,4,5,07-Aug-22,Customer Service,External,Incomplete,South Melissamouth,Laura Palmer,2,837.22
2840,Jordon,Wyatt,26-Apr-23,19-May-23,Production Technician I,NEL,Active,Contract,Zone B,Part-Time,Voluntary,From continue left eye.,Production       ,Fielders,29-04-2000,MA,Engineer,Male,Fully Meets,2,07-05-2023,3,2,3,04-Oct-22,Customer Service,Internal,Incomplete,Rodneyton,Brandon Fuller,3,360.08
2841,Darien,Doyle,06-Apr-19,,Production Technician I,PL,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,14-10-1961,MA,Foreman,Male,Fully Meets,5,10-10-2022,2,2,2,22-Apr-23,Customer Service,Internal,Completed,Port Tinastad,Lauren Parker,2,405.48
2842,Ryan,Rollins,19-Oct-20,28-Feb-23,Production Technician I,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Voluntary,Region easy at much couple week on.,Production       ,General - Con,16-07-1965,MA,Laborer,Female,Fully Meets,1,10-11-2022,2,1,5,22-Dec-22,Project Management,Internal,Failed,Huffton,Becky Curtis,4,577.78
2843,Manuel,Haley,22-Nov-21,,Production Technician II,SVG,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Con,02-12-1942,MA,Technician,Male,Fully Meets,1,03-10-2022,5,1,4,01-Oct-22,Leadership Development,External,Completed,Thomasmouth,Amanda Woodard,2,102.16
2844,Litzy,Lloyd,30-Dec-20,25-Jul-23,Production Technician II,TNS,Leave of Absence,Contract,Zone A,Part-Time,Retirement,Process firm life from final medical.,Production       ,Engineers,07-09-1942,MA,Technician,Male,Fully Meets,5,14-07-2023,2,5,2,28-Aug-22,Leadership Development,Internal,Passed,Port Lauren,Bobby Knight,5,336.98
2845,Jett,York,03-Sep-20,,Production Technician II,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,18-06-1979,MA,Foreman,Female,Fully Meets,4,14-11-2022,3,4,2,06-Feb-23,Customer Service,External,Completed,South Lori,Pamela Myers,2,764.22
2846,Natalia,Bush,14-Oct-19,19-Aug-22,Production Technician II,BPC,Voluntarily Terminated,Contract,Zone C,Full-Time,Resignation,Million the fire begin truth language.,Production       ,Wireless,02-09-1955,MA,Technician,Female,Fully Meets,5,05-04-2023,1,1,4,02-Sep-22,Communication Skills,Internal,Incomplete,Lake Courtney,Joseph Nelson,2,326.54
2847,Mallory,Carey,19-Feb-21,18-Sep-21,Production Technician II,CCDR,Future Start,Part-Time,Zone C,Full-Time,Involuntary,Oil at Mr hotel. Same recently leg officer.,Production       ,Underground,26-06-1966,MA,Laborer,Female,Fully Meets,2,01-12-2022,1,2,2,16-Jul-23,Customer Service,Internal,Completed,Port Douglas,Beth Ryan,3,762.23
2848,Pierre,Tate,13-Mar-22,02-Sep-22,Production Technician I,BPC,Terminated for Cause,Full-Time,Zone A,Temporary,Involuntary,Perhaps system its answer small.,Production       ,Project Management - Con,28-01-1946,MA,Project Manager,Male,Exceeds,1,11-08-2022,2,1,1,21-Jul-23,Customer Service,Internal,Failed,Adammouth,Michelle Sullivan,2,510.12
2849,Shannon,Hurst,02-Oct-18,,Production Technician I,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,27-07-1949,MA,Technician,Male,Fully Meets,5,09-02-2023,5,1,1,06-May-23,Technical Skills,Internal,Failed,Kristybury,Donna Gonzalez,3,706.23
2850,Carleigh,Schultz,06-Oct-22,16-Oct-22,Production Technician I,EW,Active,Full-Time,Zone C,Part-Time,Retirement,Stand until high true effort kid.,Production       ,General - Con,29-07-1972,MA,Technician,Male,Exceeds,1,31-03-2023,4,1,4,26-Apr-23,Technical Skills,External,Passed,Jaredtown,Thomas Villarreal,2,634.36
2851,Rihanna,Briggs,21-Sep-20,,Production Technician I,MSC,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,05-03-1967,MA,Construction Manager,Male,Fully Meets,4,16-10-2022,4,3,3,16-Jul-23,Communication Skills,Internal,Failed,West Cherylland,Rebecca Bullock,2,718.77
2852,Eden,Levy,06-Dec-21,,Production Technician I,NEL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,20-11-1946,MA,Laborer,Male,Fully Meets,1,02-02-2023,2,1,2,23-Jun-23,Communication Skills,Internal,Incomplete,Brownbury,Austin Moss,3,820.39
2853,Nathanial,Davis,16-Nov-22,21-Mar-23,Production Technician I,PL,Terminated for Cause,Contract,Zone B,Part-Time,Voluntary,Population let responsibility.,Production       ,General - Con,06-04-1994,MA,Operator,Male,Needs Improvement,5,31-07-2023,5,1,1,01-Jan-23,Leadership Development,Internal,Passed,West Dennisborough,Tyrone Fernandez,1,835.07
2854,Eileen,Beard,02-Aug-22,27-Jul-23,Production Technician I,PYZ,Active,Part-Time,Zone A,Full-Time,Resignation,Serious ball together lot body tonight artist.,Production       ,Executive,18-12-1945,MA,Executive,Female,Needs Improvement,2,05-03-2023,1,3,4,18-Apr-23,Project Management,External,Incomplete,West Wesley,Kevin Moore,4,670.82
2855,Kale,Potter,19-Jan-22,,Production Technician I,SVG,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,18-02-1979,MA,Clerk,Female,Needs Improvement,4,27-03-2023,3,5,5,05-Sep-22,Technical Skills,External,Passed,East Laurenstad,Kathleen Valenzuela,1,596.23
2856,Sage,Boyer,09-Apr-22,,Production Technician I,TNS,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Sales & Marketing,16-08-1952,MA,Director,Female,Needs Improvement,5,23-01-2023,4,5,2,03-Jan-23,Customer Service,Internal,Completed,Port Joshuaport,Rebecca Frazier,2,842.67
2857,Dane,Owens,19-Jul-19,08-Aug-22,Production Technician I,WBL,Active,Full-Time,Zone A,Part-Time,Involuntary,Create research source close.,Production       ,General - Con,01-11-1974,MA,Laborer,Male,Fully Meets,2,24-12-2022,5,2,5,25-Dec-22,Customer Service,Internal,Completed,North Edwardtown,Alyssa Morrow,3,229.18
2858,Colin,Simpson,02-Sep-21,14-Nov-22,Production Technician I,BPC,Active,Full-Time,Zone C,Temporary,Retirement,According foot decade argue poor hair.,Production       ,Engineers,14-01-1974,MA,Engineer,Male,Fully Meets,5,12-07-2023,1,2,5,10-Nov-22,Project Management,Internal,Failed,South Desireebury,Jerry Berry,3,851.72
2859,Rachel,Buckley,01-Feb-19,,Production Technician I,CCDR,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,07-03-1945,MA,Engineer,Male,Needs Improvement,2,19-08-2022,1,3,3,23-Sep-22,Technical Skills,Internal,Completed,New Thomas,Brett Hernandez,1,798.08
2860,Maria,Cameron,13-Apr-23,26-May-23,Production Technician I,EW,Active,Part-Time,Zone C,Part-Time,Voluntary,Look dark travel herself election college what.,Production       ,General - Con,31-10-1961,MA,Laborer,Male,Fully Meets,2,31-01-2023,2,1,4,13-Sep-22,Leadership Development,External,Passed,North William,Mark Flores,3,587.16
2861,Judith,Savage,06-Oct-18,,Production Technician I,MSC,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,13-07-1986,MA,Technician,Male,Fully Meets,2,21-07-2023,2,4,5,07-Nov-22,Project Management,External,Completed,Lake Johnbury,Stephen Estrada,2,828.48
2862,Randall,West,24-Mar-20,24-Mar-22,Production Technician II,SVG,Active,Part-Time,Zone B,Part-Time,Voluntary,Explain threat effort exist send sort dog.,Production       ,Engineers,14-07-1943,MA,Engineer,Male,Fully Meets,4,10-03-2023,1,2,3,11-Apr-23,Communication Skills,Internal,Incomplete,Edwardview,Theresa Burke,3,192.39
2863,Caitlin,Palmer,08-Oct-21,,Production Technician II,EW,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Yard (Material Handling),09-12-1943,MA,Coordinator,Male,Needs Improvement,4,13-03-2023,2,2,1,08-Dec-22,Customer Service,Internal,Completed,North Robert,Gabrielle Pierce,4,422.27
2864,Luke,Heath,16-May-22,,Production Technician II,MSC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,26-12-1995,MA,Technician,Male,Fully Meets,2,16-11-2022,1,3,4,16-Jun-23,Leadership Development,External,Failed,New Jillfort,Lori Miles,4,242.25
2865,Esperanza,Horne,10-May-22,17-Oct-22,Production Technician II,TNS,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Voluntary,This fly moment arm realize weight partner.,Production       ,General - Con,27-08-1969,MA,Foreman,Female,Fully Meets,1,23-10-2022,2,2,3,22-Mar-23,Customer Service,External,Passed,Maryville,Tracy Gonzalez,4,653.99
2866,Jadon,Mata,16-Nov-21,,Production Technician II,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,07-09-1951,MA,Driller,Female,Fully Meets,2,09-07-2023,3,3,2,11-Apr-23,Project Management,External,Passed,Millerport,Gabriella Salazar,5,792.46
2867,Gillian,Hawkins,25-Feb-19,,Production Technician II,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Technology / It,15-06-1994,MA,Manager,Female,Fully Meets,2,07-03-2023,3,1,3,21-Feb-23,Leadership Development,External,Incomplete,Davidstad,Lisa Snyder,4,317.26
2868,Lisa,Griffin,01-Jul-22,,Production Technician I,TNS,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Executive,25-05-1946,MA,Vp,Male,Fully Meets,5,13-02-2023,3,4,1,17-Jun-23,Leadership Development,External,Failed,Rodriguezberg,Jacob Richards,5,866.79
2869,Nelson,Carpenter,17-Dec-22,,Production Technician I,PYZ,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Aerial,22-03-1943,MA,Lineman,Male,Fully Meets,2,24-03-2023,2,5,4,04-May-23,Leadership Development,Internal,Completed,Lake David,Ian Simon,2,422.63
2870,Sanai,Sweeney,26-Jul-23,31-Jul-23,Production Technician I,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Professor anyone example never.,Production       ,Sales & Marketing,08-09-1950,MA,Vp,Male,Fully Meets,4,28-11-2022,5,3,2,24-Feb-23,Project Management,Internal,Passed,Margaretfort,Robert Ortiz,5,413.42
2871,Tania,Taylor,11-Mar-22,02-Aug-22,Production Technician I,NEL,Active,Contract,Zone A,Part-Time,Resignation,Nothing it prepare imagine big.,Production       ,Catv,27-04-1953,MA,Project Manager,Male,Fully Meets,5,31-05-2023,2,5,2,16-Oct-22,Communication Skills,External,Incomplete,Richardfurt,Trevor Holmes,5,900.02
2872,Greta,Horne,29-Jun-20,20-May-21,Production Technician I,PL,Active,Contract,Zone B,Full-Time,Voluntary,Certain nation hot sense enjoy.,Production       ,Wireline Construction,03-12-1967,MA,Operator,Male,Fully Meets,2,08-06-2023,3,5,1,20-Mar-23,Communication Skills,Internal,Passed,Morenoland,Matthew Shaffer,3,573.84
2873,Jordyn,Snyder,28-Mar-22,,Production Technician I,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,12-09-1998,MA,Supervisor,Male,Fully Meets,4,15-12-2022,4,2,3,05-Jun-23,Project Management,Internal,Failed,Phamborough,Courtney Gray,2,801.16
2874,Alex,Collins,14-Feb-22,,Production Technician I,CCDR,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,12-12-1953,MA,Engineer,Male,Fully Meets,1,14-03-2023,3,5,1,27-Sep-22,Project Management,Internal,Passed,Port Tylerfort,Ryan Powers,5,107.25
2875,Harley,Walker,25-Dec-20,13-Sep-21,Production Technician I,SVG,Active,Full-Time,Zone C,Temporary,Involuntary,Keep many else little argue full the.,Production       ,General - Con,03-06-1981,MA,Administrative,Female,Fully Meets,4,12-06-2023,3,5,4,17-Sep-22,Project Management,External,Incomplete,East Andrew,Maurice Green,1,892.56
2876,Luka,Novak,27-Apr-23,,Production Technician I,EW,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,09-04-1957,MA,Warehouse Technician,Female,Fully Meets,4,21-12-2022,3,3,2,05-Jul-23,Project Management,External,Failed,Joshuaberg,Alejandro Newman,1,429.89
2877,Skylar,Riggs,11-Nov-22,07-Dec-22,Production Technician I,MSC,Active,Contract,Zone B,Part-Time,Resignation,Food fire property exist southern audience.,Production       ,Project Management - Con,28-12-1944,MA,Manager,Female,Fully Meets,2,02-03-2023,2,4,1,10-Dec-22,Customer Service,Internal,Failed,Ponceville,Theresa Mcclure,4,664.5
2878,Shania,Barrera,04-May-21,12-Oct-21,Production Technician I,TNS,Active,Part-Time,Zone A,Part-Time,Resignation,Back worker why young worry human.,Production       ,General - Sga,11-08-1957,MA,Contracts,Male,Fully Meets,2,09-12-2022,2,3,3,01-Dec-22,Project Management,Internal,Incomplete,West Luishaven,Roy Stone,5,925.8
2879,Trystan,Fernandez,20-Dec-18,,Production Technician I,PYZ,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Executive,15-11-1962,MA,Vp,Male,Fully Meets,2,07-01-2023,1,5,2,15-Jun-23,Customer Service,External,Failed,Georgeburgh,Jessica Golden,3,118.94
2880,Aimee,Berg,11-Jun-21,03-Dec-22,Production Technician I,WBL,Active,Contract,Zone A,Temporary,Retirement,Produce seek result he political alone form.,Production       ,General - Con,21-08-2000,MA,Safety Manager,Female,Fully Meets,4,13-01-2023,1,1,2,15-Feb-23,Project Management,Internal,Failed,New Matthew,Ryan Gray,4,932.34
2881,Kyson,Scott,07-Jun-23,,Production Technician I,NEL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,22-04-1956,MA,Laborer,Male,Fully Meets,4,20-10-2022,5,4,1,18-May-23,Leadership Development,External,Incomplete,Mooneyborough,Alexandra Andrews,1,624.59
